source,pageType,url,httpStatus,finalUrl,app404,robotsMeta,xRobotsTag,canonical,canonicalSelf,title,titleChars,metaDescription,descriptionChars,h1Count,h1,h2Count,h3Count,mainWordsApprox,mainImageCount,imagesWithoutAlt,imagesEmptyAlt,firstImageStatus,ogTitle,ogDescription,ogImage,ogImageStatus,twitterCard,schemaTypes,productHasOffers,productHasReview,productHasAggregateRating,internalLinkCount,inboundPageCount,notes
"sitemap","static","https://demo-web-client.shop","200","https://demo-web-client.shop/","false","","","https://demo-web-client.shop","true","TOÀN TÂM | Thiết bị y tế chính hãng","35","Thiết bị y tế cho gia đình, bệnh viện và phòng khám. Khám phá sản phẩm chăm sóc sức khỏe và nhận tư vấn lựa chọn từ Toàn Tâm Medical.","133","1","Thiết bị y tế cho gia đình và cơ sở y tế","8","27","931","31","0","4","200","TOÀN TÂM | Thiết bị y tế chính hãng","Thiết bị y tế cho gia đình, bệnh viện và phòng khám. Khám phá sản phẩm chăm sóc sức khỏe và nhận tư vấn lựa chọn từ Toàn Tâm Medical.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","40","68",""
"sitemap","static","https://demo-web-client.shop/products","200","https://demo-web-client.shop/products","false","","","https://demo-web-client.shop/products","true","Tất cả sản phẩm | TOÀN TÂM","26","Tìm kiếm, lọc và so sánh thiết bị chăm sóc sức khỏe cho gia đình, phòng khám và bệnh viện tại Toàn Tâm Medical.","111","1","Tất cả sản phẩm","1","12","402","12","0","0","200","Tất cả sản phẩm","Tìm kiếm, lọc và so sánh thiết bị chăm sóc sức khỏe cho gia đình, phòng khám và bệnh viện tại Toàn Tâm Medical.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","28","47",""
"sitemap","static","https://demo-web-client.shop/collections","200","https://demo-web-client.shop/collections","false","","","https://demo-web-client.shop/collections","true","Danh mục sản phẩm | TOÀN TÂM","28","Khám phá các nhóm thiết bị chăm sóc sức khỏe, hỗ trợ vận động và đồ dùng sinh hoạt tại Toàn Tâm Medical.","104","1","Chọn sản phẩm theo nhu cầu","8","0","330","0","0","0","","Danh mục sản phẩm","Khám phá các nhóm thiết bị chăm sóc sức khỏe, hỗ trợ vận động và đồ dùng sinh hoạt tại Toàn Tâm Medical.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","8","1",""
"sitemap","static","https://demo-web-client.shop/blogs","200","https://demo-web-client.shop/blogs","false","","","https://demo-web-client.shop/blogs","true","Tin tức - Kiến thức | TOÀN TÂM","30","Đọc hướng dẫn lựa chọn thiết bị hỗ trợ, chăm sóc tại nhà và phục hồi chức năng từ Toàn Tâm Medical.","99","1","Kiến thức & tư vấn","5","0","124","5","0","0","200","Tin tức - Kiến thức","Đọc hướng dẫn lựa chọn thiết bị hỗ trợ, chăm sóc tại nhà và phục hồi chức năng từ Toàn Tâm Medical.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","6","6",""
"sitemap","static","https://demo-web-client.shop/contact","200","https://demo-web-client.shop/contact","false","","","https://demo-web-client.shop/contact","true","Liên hệ | TOÀN TÂM","18","Liên hệ Toàn Tâm Medical để được tư vấn thiết bị y tế cho gia đình, phòng khám hoặc bệnh viện.","94","1","Liên hệ Toàn Tâm","0","0","62","0","0","0","","Liên hệ","Liên hệ Toàn Tâm Medical để được tư vấn thiết bị y tế cho gia đình, phòng khám hoặc bệnh viện.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","1","1",""
"sitemap","static","https://demo-web-client.shop/request-quote","200","https://demo-web-client.shop/request-quote","false","","","https://demo-web-client.shop/request-quote","true","Yêu cầu báo giá | TOÀN TÂM","26","Gửi nhu cầu thiết bị y tế và nhận tư vấn, báo giá phù hợp từ Toàn Tâm Medical.","78","1","Yêu cầu báo giá","0","0","62","0","0","0","","Yêu cầu báo giá","Gửi nhu cầu thiết bị y tế và nhận tư vấn, báo giá phù hợp từ Toàn Tâm Medical.","https://demo-web-client.shop/assets/logo-toan-tam.png","200","true","","false","false","false","1","58",""
"sitemap","product","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","200","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","false","","","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","true","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân | TOÀN TÂM","79","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","141","1","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân","2","10","962","17","0","0","200","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/09e120cd44d94a659c420ca6d8e023b1_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790134677","200","true","Product | BreadcrumbList","true","false","false","23","48",""
"sitemap","product","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","200","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","false","","","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","true","Quần tã váy chống thấm nước tiểu cho người lớn | TOÀN TÂM","57","Quần tã váy chống thấm nước tiểu cho người lớn. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","119","1","Quần tã váy chống thấm nước tiểu cho người lớn","2","10","678","21","0","0","200","Quần tã váy chống thấm nước tiểu cho người lớn","Quần tã váy chống thấm nước tiểu cho người lớn. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/068dea9c4d774a8ba2923c81d4c0f554_tplv-aphluv4xwc-crop-webp_584_570.webp?v=1790134022","200","true","Product | BreadcrumbList","true","false","false","23","43",""
"sitemap","product","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","200","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","false","","","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","true","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển | TOÀN TÂM","83","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","145","1","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển","2","10","722","20","0","0","200","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/4180f4034e2d44d1b302355b91205f37_tplv-aphluv4xwc-crop-webp_1369_1149.webp?v=1790134019","200","true","Product | BreadcrumbList","true","false","false","23","44",""
"sitemap","product","https://demo-web-client.shop/products/gang-tay-co-inh-kiem-soat-an-toan-bao-ve-chong-tray-xuoc-cho-benh-nhan-1736535649923662906","200","https://demo-web-client.shop/products/gang-tay-co-inh-kiem-soat-an-toan-bao-ve-chong-tray-xuoc-cho-benh-nhan-1736535649923662906","false","","","https://demo-web-client.shop/products/gang-tay-co-inh-kiem-soat-an-toan-bao-ve-chong-tray-xuoc-cho-benh-nhan-1736535649923662906","true","Găng tay cố định kiểm soát an toàn bảo vệ chống trầy xước cho bệnh nhân | TOÀN TÂM","82","Găng tay cố định kiểm soát an toàn bảo vệ chống trầy xước cho bệnh nhân. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","144","1","Găng tay cố định kiểm soát an toàn bảo vệ chống trầy xước cho bệnh nhân","2","10","548","19","0","0","200","Găng tay cố định kiểm soát an toàn bảo vệ chống trầy xước cho bệnh nhân","Găng tay cố định kiểm soát an toàn bảo vệ chống trầy xước cho bệnh nhân. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/8d62a54c8fc54103b127729de038bbd5_tplv-aphluv4xwc-crop-webp_1370_1148.webp?v=1790134017","200","true","Product | BreadcrumbList","true","false","false","23","46",""
"sitemap","product","https://demo-web-client.shop/products/tam-tham-van-chuyen-benh-nhan-lat-dich-chuyen-ga-trai-giuong-ga-di-chuyen-cua-ng-1736539096933631034","200","https://demo-web-client.shop/products/tam-tham-van-chuyen-benh-nhan-lat-dich-chuyen-ga-trai-giuong-ga-di-chuyen-cua-ng-1736539096933631034","false","","","https://demo-web-client.shop/products/tam-tham-van-chuyen-benh-nhan-lat-dich-chuyen-ga-trai-giuong-ga-di-chuyen-cua-ng-1736539096933631034","true","Tấm Thảm Vận Chuyển Bệnh Nhân, Lật, Dịch Chuyển, Ga Trải Giường, Ga Di Chuyển Của Người Khuyết Tật kích thước 100x120cm | TOÀN TÂM","130","Tấm Thảm Vận Chuyển Bệnh Nhân, Lật, Dịch Chuyển, Ga Trải Giường, Ga Di Chuyển Của Người Khuyết Tật kích thước 100x120cm. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","192","1","Tấm Thảm Vận Chuyển Bệnh Nhân, Lật, Dịch Chuyển, Ga Trải Giường, Ga Di Chuyển Của Người Khuyết Tật kích thước 100x120cm","2","10","512","17","0","0","200","Tấm Thảm Vận Chuyển Bệnh Nhân, Lật, Dịch Chuyển, Ga Trải Giường, Ga Di Chuyển Của Người Khuyết Tật kích thước 100x120cm","Tấm Thảm Vận Chuyển Bệnh Nhân, Lật, Dịch Chuyển, Ga Trải Giường, Ga Di Chuyển Của Người Khuyết Tật kích thước 100x120cm. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/e666a0b62bb74af7b7574652e0dfee17_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790134015","200","true","Product | BreadcrumbList","true","false","false","23","43",""
"sitemap","product","https://demo-web-client.shop/products/ai-lung-nit-bung-jingba-bao-ve-cot-song-chong-au-lung-thoai-hoa-cot-song-thoat-v-1736535347558712378","200","https://demo-web-client.shop/products/ai-lung-nit-bung-jingba-bao-ve-cot-song-chong-au-lung-thoai-hoa-cot-song-thoat-v-1736535347558712378","false","","","https://demo-web-client.shop/products/ai-lung-nit-bung-jingba-bao-ve-cot-song-chong-au-lung-thoai-hoa-cot-song-thoat-v-1736535347558712378","true","Đai lưng nịt bụng JINGBA bảo vệ cột sống chống đau lưng, thoái hóa cột sống, thoát vị địa đệm | TOÀN TÂM","104","Đai lưng nịt bụng JINGBA bảo vệ cột sống chống đau lưng, thoái hóa cột sống, thoát vị địa đệm. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","166","1","Đai lưng nịt bụng JINGBA bảo vệ cột sống chống đau lưng, thoái hóa cột sống, thoát vị địa đệm","2","10","767","20","0","0","200","Đai lưng nịt bụng JINGBA bảo vệ cột sống chống đau lưng, thoái hóa cột sống, thoát vị địa đệm","Đai lưng nịt bụng JINGBA bảo vệ cột sống chống đau lưng, thoái hóa cột sống, thoát vị địa đệm. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/cda0c9de0cc04b22b14eb97722e3101e_tplv-aphluv4xwc-crop-webp_1370_1148.webp?v=1790133749","200","true","Product | BreadcrumbList","true","false","false","23","45",""
"sitemap","product","https://demo-web-client.shop/products/em-hoi-chong-loet-co-may-dung-cho-nguoi-gia-nguoi-nam-liet-giuong-1736541491475481658","200","https://demo-web-client.shop/products/em-hoi-chong-loet-co-may-dung-cho-nguoi-gia-nguoi-nam-liet-giuong-1736541491475481658","false","","","https://demo-web-client.shop/products/em-hoi-chong-loet-co-may-dung-cho-nguoi-gia-nguoi-nam-liet-giuong-1736541491475481658","true","Đệm Hơi Chống Loét Có Máy – Dùng Cho Người Già, Người Nằm Liệt Giường | TOÀN TÂM","80","Đệm Hơi Chống Loét Có Máy – Dùng Cho Người Già, Người Nằm Liệt Giường. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","142","1","Đệm Hơi Chống Loét Có Máy – Dùng Cho Người Già, Người Nằm Liệt Giường","2","10","539","17","0","0","200","Đệm Hơi Chống Loét Có Máy – Dùng Cho Người Già, Người Nằm Liệt Giường","Đệm Hơi Chống Loét Có Máy – Dùng Cho Người Già, Người Nằm Liệt Giường. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/a8831403ddcf4381b051ba9a4d356f38_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790133748","200","true","Product | BreadcrumbList","true","false","false","23","44",""
"sitemap","product","https://demo-web-client.shop/products/goi-lat-a-nang-ho-tro-lat-cham-soc-nguoi-benh-1736540039075890234","200","https://demo-web-client.shop/products/goi-lat-a-nang-ho-tro-lat-cham-soc-nguoi-benh-1736540039075890234","false","","","https://demo-web-client.shop/products/goi-lat-a-nang-ho-tro-lat-cham-soc-nguoi-benh-1736540039075890234","true","Gối Lật Đa Năng - Hỗ Trợ Lật ,Chăm Sóc Người Bệnh | TOÀN TÂM","60","Gối Lật Đa Năng - Hỗ Trợ Lật ,Chăm Sóc Người Bệnh. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","122","1","Gối Lật Đa Năng - Hỗ Trợ Lật ,Chăm Sóc Người Bệnh","2","10","450","19","0","0","200","Gối Lật Đa Năng - Hỗ Trợ Lật ,Chăm Sóc Người Bệnh","Gối Lật Đa Năng - Hỗ Trợ Lật ,Chăm Sóc Người Bệnh. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/534785840189416797800a4e93e39356_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790133747","200","true","Product | BreadcrumbList","true","false","false","23","44",""
"sitemap","product","https://demo-web-client.shop/products/may-tap-tay-robot-ien-gang-tay-robot-ho-tro-tap-luyen-van-ong-ban-tay-ngon-tay-1737163066542818362","200","https://demo-web-client.shop/products/may-tap-tay-robot-ien-gang-tay-robot-ho-tro-tap-luyen-van-ong-ban-tay-ngon-tay-1737163066542818362","false","","","https://demo-web-client.shop/products/may-tap-tay-robot-ien-gang-tay-robot-ho-tro-tap-luyen-van-ong-ban-tay-ngon-tay-1737163066542818362","true","Máy Tập Tay Robot Điện – Găng Tay Robot Hỗ Trợ Tập Luyện Vận Động Bàn Tay, Ngón Tay | TOÀN TÂM","94","Máy Tập Tay Robot Điện – Găng Tay Robot Hỗ Trợ Tập Luyện Vận Động Bàn Tay, Ngón Tay. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","156","1","Máy Tập Tay Robot Điện – Găng Tay Robot Hỗ Trợ Tập Luyện Vận Động Bàn Tay, Ngón Tay","2","10","589","17","0","0","200","Máy Tập Tay Robot Điện – Găng Tay Robot Hỗ Trợ Tập Luyện Vận Động Bàn Tay, Ngón Tay","Máy Tập Tay Robot Điện – Găng Tay Robot Hỗ Trợ Tập Luyện Vận Động Bàn Tay, Ngón Tay. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/dda299be18d64c58b4500970adda9b2e_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790133745","200","true","Product | BreadcrumbList","true","false","false","23","46",""
"sitemap","product","https://demo-web-client.shop/products/xe-ap-mini-tap-the-duc-tai-nha-tap-phuc-hoi-chuc-nang-1734761211171865658","200","https://demo-web-client.shop/products/xe-ap-mini-tap-the-duc-tai-nha-tap-phuc-hoi-chuc-nang-1734761211171865658","false","","","https://demo-web-client.shop/products/xe-ap-mini-tap-the-duc-tai-nha-tap-phuc-hoi-chuc-nang-1734761211171865658","true","Xe đạp mini tập thể dục tại nhà - tập phục hồi chức năng | TOÀN TÂM","67","Xe đạp mini tập thể dục tại nhà - tập phục hồi chức năng. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","129","1","Xe đạp mini tập thể dục tại nhà - tập phục hồi chức năng","2","10","710","18","0","0","200","Xe đạp mini tập thể dục tại nhà - tập phục hồi chức năng","Xe đạp mini tập thể dục tại nhà - tập phục hồi chức năng. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/bbe36f87fb10419ab38b9d8ed3c4cbc7_tplv-aphluv4xwc-crop-webp_570_570.webp?v=1790133742","200","true","Product | BreadcrumbList","true","false","false","23","46",""
"sitemap","product","https://demo-web-client.shop/products/bao-boc-vet-thuong-chong-nuoc-su-dung-khi-tam-an-toan-tien-loi-tai-su-dung-1736542555527873594","200","https://demo-web-client.shop/products/bao-boc-vet-thuong-chong-nuoc-su-dung-khi-tam-an-toan-tien-loi-tai-su-dung-1736542555527873594","false","","","https://demo-web-client.shop/products/bao-boc-vet-thuong-chong-nuoc-su-dung-khi-tam-an-toan-tien-loi-tai-su-dung-1736542555527873594","true","Bao Bọc Vết Thương Chống Nước – Sử Dụng Khi Tắm, An Toàn – Tiện Lợi – Tái Sử Dụng | TOÀN TÂM","92","Bao Bọc Vết Thương Chống Nước – Sử Dụng Khi Tắm, An Toàn – Tiện Lợi – Tái Sử Dụng. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","154","1","Bao Bọc Vết Thương Chống Nước – Sử Dụng Khi Tắm, An Toàn – Tiện Lợi – Tái Sử Dụng","2","10","464","22","0","0","200","Bao Bọc Vết Thương Chống Nước – Sử Dụng Khi Tắm, An Toàn – Tiện Lợi – Tái Sử Dụng","Bao Bọc Vết Thương Chống Nước – Sử Dụng Khi Tắm, An Toàn – Tiện Lợi – Tái Sử Dụng. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/41d9c442dd98454ca906619106a18c64_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790133741","200","true","Product | BreadcrumbList","true","false","false","23","14",""
"sitemap","product","https://demo-web-client.shop/products/con-lan-tap-chan-yoga-massage-gian-co-bap-dung-cu-keo-dan-tu-do-a-chieu-1736556587844273210","200","https://demo-web-client.shop/products/con-lan-tap-chan-yoga-massage-gian-co-bap-dung-cu-keo-dan-tu-do-a-chieu-1736556587844273210","false","","","https://demo-web-client.shop/products/con-lan-tap-chan-yoga-massage-gian-co-bap-dung-cu-keo-dan-tu-do-a-chieu-1736556587844273210","true","Con Lăn Tập Chân, Yoga, Massage Giãn Cơ Bắp - Dụng Cụ Kéo Dãn Tự Do Đa Chiều | TOÀN TÂM","87","Con Lăn Tập Chân, Yoga, Massage Giãn Cơ Bắp - Dụng Cụ Kéo Dãn Tự Do Đa Chiều. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","149","1","Con Lăn Tập Chân, Yoga, Massage Giãn Cơ Bắp - Dụng Cụ Kéo Dãn Tự Do Đa Chiều","2","10","686","18","0","0","200","Con Lăn Tập Chân, Yoga, Massage Giãn Cơ Bắp - Dụng Cụ Kéo Dãn Tự Do Đa Chiều","Con Lăn Tập Chân, Yoga, Massage Giãn Cơ Bắp - Dụng Cụ Kéo Dãn Tự Do Đa Chiều. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/4bca7ff9c6784cbfaf2b8103e82353c9_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790133739","200","true","Product | BreadcrumbList","true","false","false","23","7",""
"sitemap","product","https://demo-web-client.shop/products/ghe-bet-tua-lung-thu-gian-co-7-cap-o-ieu-chinh-theo-so-thich-1736555711179818042","200","https://demo-web-client.shop/products/ghe-bet-tua-lung-thu-gian-co-7-cap-o-ieu-chinh-theo-so-thich-1736555711179818042","false","","","https://demo-web-client.shop/products/ghe-bet-tua-lung-thu-gian-co-7-cap-o-ieu-chinh-theo-so-thich-1736555711179818042","true","Ghế bệt tựa lưng thư giãn  Có 7 Cấp Độ Điều Chỉnh Theo Sở Thích | TOÀN TÂM","74","Ghế bệt tựa lưng thư giãn Có 7 Cấp Độ Điều Chỉnh Theo Sở Thích. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","135","1","Ghế bệt tựa lưng thư giãn Có 7 Cấp Độ Điều Chỉnh Theo Sở Thích","2","10","593","24","0","0","200","Ghế bệt tựa lưng thư giãn  Có 7 Cấp Độ Điều Chỉnh Theo Sở Thích","Ghế bệt tựa lưng thư giãn Có 7 Cấp Độ Điều Chỉnh Theo Sở Thích. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/440f1445530a432ca65960d2219ad159_tplv-aphluv4xwc-crop-webp_1080_1080_d1d3ddb3-f7b1-4217-97ac-fb165a58dab0.webp?v=1790133737","200","true","Product | BreadcrumbList","true","false","false","23","2",""
"sitemap","product","https://demo-web-client.shop/products/goi-ngoi-chong-loet-danh-cho-nguoi-benh-nam-lau-ngoi-lau-thoang-khi-em-ai-va-gia-1736536644540138554","200","https://demo-web-client.shop/products/goi-ngoi-chong-loet-danh-cho-nguoi-benh-nam-lau-ngoi-lau-thoang-khi-em-ai-va-gia-1736536644540138554","false","","","https://demo-web-client.shop/products/goi-ngoi-chong-loet-danh-cho-nguoi-benh-nam-lau-ngoi-lau-thoang-khi-em-ai-va-gia-1736536644540138554","true","Gối ngồi chống loét dành cho người bệnh nằm lâu , ngồi lâu  - Thoáng khí , êm ái và giảm áp lực | TOÀN TÂM","106","Gối ngồi chống loét dành cho người bệnh nằm lâu , ngồi lâu - Thoáng khí , êm ái và giảm áp lực. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","167","1","Gối ngồi chống loét dành cho người bệnh nằm lâu , ngồi lâu - Thoáng khí , êm ái và giảm áp lực","2","10","571","16","0","0","200","Gối ngồi chống loét dành cho người bệnh nằm lâu , ngồi lâu  - Thoáng khí , êm ái và giảm áp lực","Gối ngồi chống loét dành cho người bệnh nằm lâu , ngồi lâu - Thoáng khí , êm ái và giảm áp lực. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/926cf6e903754cabbacc86c1bb42c656_tplv-aphluv4xwc-crop-webp_1369_1149.webp?v=1790133737","200","true","Product | BreadcrumbList","true","false","false","23","2",""
"sitemap","product","https://demo-web-client.shop/products/tay-vin-nha-ve-sinh-a-chuc-nang-giup-nguoi-gia-va-phu-nu-mang-thai-chong-roi-va-1736534789401773114","200","https://demo-web-client.shop/products/tay-vin-nha-ve-sinh-a-chuc-nang-giup-nguoi-gia-va-phu-nu-mang-thai-chong-roi-va-1736534789401773114","false","","","https://demo-web-client.shop/products/tay-vin-nha-ve-sinh-a-chuc-nang-giup-nguoi-gia-va-phu-nu-mang-thai-chong-roi-va-1736534789401773114","true","Tay vịn nhà vệ sinh đa chức năng giúp người già và phụ nữ mang thai chống rơi và chống trượt phụ trợ giúp đứng lên | TOÀN TÂM","125","Tay vịn nhà vệ sinh đa chức năng giúp người già và phụ nữ mang thai chống rơi và chống trượt phụ trợ giúp đứng lên. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","187","1","Tay vịn nhà vệ sinh đa chức năng giúp người già và phụ nữ mang thai chống rơi và chống trượt phụ trợ giúp đứng lên","2","10","559","18","0","0","200","Tay vịn nhà vệ sinh đa chức năng giúp người già và phụ nữ mang thai chống rơi và chống trượt phụ trợ giúp đứng lên","Tay vịn nhà vệ sinh đa chức năng giúp người già và phụ nữ mang thai chống rơi và chống trượt phụ trợ giúp đứng lên. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/a1d3805698a940febee9f915bf80edbd_tplv-aphluv4xwc-crop-webp_1370_1148.webp?v=1790133735","200","true","Product | BreadcrumbList","true","false","false","23","3",""
"sitemap","product","https://demo-web-client.shop/products/bon-cau-di-ong-thong-minh-bo-ve-sinh-cho-nguoi-gia-nguoi-kho-van-ong-tay-vin-cha-1736535339854234682","200","https://demo-web-client.shop/products/bon-cau-di-ong-thong-minh-bo-ve-sinh-cho-nguoi-gia-nguoi-kho-van-ong-tay-vin-cha-1736535339854234682","false","","","https://demo-web-client.shop/products/bon-cau-di-ong-thong-minh-bo-ve-sinh-cho-nguoi-gia-nguoi-kho-van-ong-tay-vin-cha-1736535339854234682","true","Bồn cầu di động thông minh - Bô vệ sinh cho người già, người khó vận động, tay vịn chắc chắn, tải trọng 100kg | TOÀN TÂM","120","Bồn cầu di động thông minh - Bô vệ sinh cho người già, người khó vận động, tay vịn chắc chắn, tải trọng 100kg. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","182","1","Bồn cầu di động thông minh - Bô vệ sinh cho người già, người khó vận động, tay vịn chắc chắn, tải trọng 100kg","2","10","670","18","0","0","200","Bồn cầu di động thông minh - Bô vệ sinh cho người già, người khó vận động, tay vịn chắc chắn, tải trọng 100kg","Bồn cầu di động thông minh - Bô vệ sinh cho người già, người khó vận động, tay vịn chắc chắn, tải trọng 100kg. Xem hình ảnh, giá tham khảo và thông tin sản phẩm tại Toàn Tâm Medical.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/b6aeed7634174f2a8deb5209bcd41963_tplv-aphluv4xwc-crop-webp_1370_1148.webp?v=1790133734","200","true","Product | BreadcrumbList","true","false","false","23","3",""
