source,pageType,url,httpStatus,finalUrl,app404,robotsMeta,xRobotsTag,canonical,canonicalSelf,title,titleChars,metaDescription,descriptionChars,h1Count,h1,h2Count,h3Count,mainWordsApprox,mainImageCount,imagesWithoutAlt,imagesEmptyAlt,firstImageStatus,ogTitle,ogDescription,ogImage,ogImageStatus,twitterCard,schemaTypes,productHasOffers,productHasReview,productHasAggregateRating,internalLinkCount,inboundPageCount,notes
"sitemap","static","https://demo-web-client.shop","200","https://demo-web-client.shop/","false","","","https://demo-web-client.shop","true","TOÀN TÂM | Thiết bị y tế chính hãng","35","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","63","0","","8","27","881","31","0","4","200","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","40","69","missing H1"
"sitemap","static","https://demo-web-client.shop/products","200","https://demo-web-client.shop/products","false","","","https://demo-web-client.shop/products","true","Tất cả sản phẩm | TOÀN TÂM","26","Tìm kiếm, lọc và sắp xếp toàn bộ sản phẩm thiết bị y tế tại Toàn Tâm Medical.","77","1","Tất cả sản phẩm","1","12","383","12","0","0","200","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","28","48",""
"sitemap","static","https://demo-web-client.shop/collections","200","https://demo-web-client.shop/collections","false","","","https://demo-web-client.shop/collections","true","Danh mục sản phẩm | TOÀN TÂM","28","Khám phá các danh mục sản phẩm được quản lý trực tiếp trên Shopify.","67","1","Chọn sản phẩm theo nhu cầu","8","0","209","0","0","0","","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","8","1",""
"sitemap","static","https://demo-web-client.shop/blogs","200","https://demo-web-client.shop/blogs","false","","","https://demo-web-client.shop/blogs","true","Tin tức - Kiến thức | TOÀN TÂM","30","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","63","1","Kiến thức & tư vấn","5","0","111","5","0","0","200","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","6","6",""
"sitemap","static","https://demo-web-client.shop/search","200","https://demo-web-client.shop/search","false","","","https://demo-web-client.shop","false","TOÀN TÂM | Thiết bị y tế chính hãng","35","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","63","1","Bạn đang tìm sản phẩm nào?","0","0","19","0","0","0","","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","0","0","search in sitemap, canonical homepage"
"sitemap","static","https://demo-web-client.shop/contact","200","https://demo-web-client.shop/contact","false","","","https://demo-web-client.shop/contact","true","Liên hệ | TOÀN TÂM","18","Liên hệ Toàn Tâm Medical để được tư vấn thiết bị y tế.","54","1","Liên hệ Toàn Tâm","0","0","62","0","0","0","","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","1","1",""
"sitemap","static","https://demo-web-client.shop/request-quote","200","https://demo-web-client.shop/request-quote","false","","","https://demo-web-client.shop/request-quote","true","Yêu cầu báo giá | TOÀN TÂM","26","Gửi yêu cầu báo giá thiết bị y tế tới Toàn Tâm Medical.","55","1","Yêu cầu báo giá","0","0","61","0","0","0","","Toàn Tâm Medical","Thiết bị y tế chính hãng cho bệnh viện, phòng khám và gia đình.","","","true","","false","false","false","1","59",""
"sitemap","product","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","200","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","false","","","https://demo-web-client.shop/products/nep-co-inh-ban-chan-ban-em-nep-chinh-ban-chan-giam-au-got-chan-1736539331283944506","true","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân | TOÀN TÂM","79","Các tính năng:Giảm đau: Thanh nẹp hỗ trợ ban đêm viêm cân gan chân của chúng tôi thoải mái giữ bàn chân từ 85 đến 90 độ suốt đêm bằng một thanh nhôm đàn hồi ở mu bàn chân và dây đeo hỗ trợ đàn hồi kéo dài từ mắt cá chân đến Các ngón chân giúp giảm đau chân và gót chân một cách hiệu quả.Chất liệu cao cấp: Được làm bằng chất liệu cao cấp bền và mềm mại, nẹp viêm cân gan chân thoáng khí này với thiết kế hở gót sẽ giúp giảm đau mắt cá chân và bàn chân để tạo sự thoải mái tối đa.Kích thước có thể điều chỉnh: Dễ dàng tắt và trên nẹp hỗ trợ có thể được điều chỉnh theo độ dài và độ nén để có kết quả tốt nhất, cố định nó ở đúng vị trí mọi lúc.Thông số kỹ thuật:Chất liệu: vải CompositeTrọng lượng: 80gMàu đenKích thước: Thích hợp cho tất cả mọi ngườiGói bao gồm: 1 x Chỉnh hình thả chânVề sản phẩm:1. Giữ nguyên vị trí2. Thiết kế dễ mặc3. Lợi ích lâu dài4. Duy trì sự ổn định của khớp5. Phù hợp thoải mái và an toàn6. Không ngứa hoặc kích ứng da7. Vải nén thoáng khí8. Có thể đeo cả ngày + cả đêm9. Tuyệt vời cho mọi lứa tuổi và trình độ thể chất10. Hỗ trợ cơ và khớp bị đau & cứng11. Đa năng để mặc cho mọi hoạt động thể chất12. Giảm viêm, viêm khớp và viêm gân13. Hỗ trợ mục tiêu của cơ, khớp và gânPhạm vi sử dụng:1. Bệnh do varus, valgus bàn chân và tụt chân, tay điều chỉnh có thể trở lại hình dạng bình thường của varus bàn chân, valgus bàn chân và chứng tụt chân.2. Bong gân mắt cá chân nghiêm trọng.3. Dây chằng bị rách và lỏng lẻo.4. Vết gãy ổn định.5. Đau mắt cá chân.6. Mô mềm bị tổn thương nặng.7. Bảo vệ và phục hồi chức năng sau phẫu thuật thạch cao.Ổn định và hỗ trợ bàn chân, gót chân, mắt cá chân, gân, bóng bàn chân, achilles trong khi bạn ngủ với vật liệu nén đồng hàng đầu của chúng tôi. Đối với cơ lưng, viêm cân gan chân trồng cây, viêm gân achilles, vòm phẳng, thả chân, gai xương, bunion, ngón chân búa, bàn chân băng, viêm khớp, v.v.Nẹp gót nén bằng đồng / Nẹp đêm thả chân sẽ giúp bạn có được giấc ngủ ngon và trọn đêm mà bạn xứng đáng có được! Có thể điều chỉnh theo nhu cầu cụ thể của bạn, nẹp mắt cá chân kéo giãn bắp chân của bạn sẽ cố định và nhẹ nhàng kéo căng bàn chân của bạn ở vị trí an toàn để cơ bắp chân, gân achilles và cơ bắp chân của bạn sẽ không bị chuột rút và làm phiền giấc ngủ của bạn. Những buổi sáng không đau chân chỉ là sự nhẹ nhõm mà bạn cần.Nẹp Chân Trị Liệu Plantar Fasciitis Nén Đồng dành cho cả nam và nữ, vừa vặn với cả bàn chân phải và trái của bạn và cực kỳ thoải mái. Chúng hoàn toàn có thể điều chỉnh và có thể được đeo hàng đêm như một phương pháp điều trị cố định và kéo giãn chỉnh hình để giúp bạn có được giấc ngủ như ý! Hoàn hảo cho bất kỳ Tommy, Jane hoặc Harry nào.","2631","1","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân","2","10","962","17","0","0","200","Nẹp Cố Định Bàn Chân Ban Đêm – Nẹp Chỉnh Bàn Chân, Giảm Đau Gót Chân","Các tính năng:Giảm đau: Thanh nẹp hỗ trợ ban đêm viêm cân gan chân của chúng tôi thoải mái giữ bàn chân từ 85 đến 90 độ suốt đêm bằng một thanh nhôm đàn hồi ở mu bàn chân và dây đeo hỗ trợ đàn hồi kéo dài từ mắt cá chân đến Các ngón chân giúp giảm đau chân và gót chân một cách hiệu quả.Chất liệu cao cấp: Được làm bằng chất liệu cao cấp bền và mềm mại, nẹp viêm cân gan chân thoáng khí này với thiết kế hở gót sẽ giúp giảm đau mắt cá chân và bàn chân để tạo sự thoải mái tối đa.Kích thước có thể điều chỉnh: Dễ dàng tắt và trên nẹp hỗ trợ có thể được điều chỉnh theo độ dài và độ nén để có kết quả tốt nhất, cố định nó ở đúng vị trí mọi lúc.Thông số kỹ thuật:Chất liệu: vải CompositeTrọng lượng: 80gMàu đenKích thước: Thích hợp cho tất cả mọi ngườiGói bao gồm: 1 x Chỉnh hình thả chânVề sản phẩm:1. Giữ nguyên vị trí2. Thiết kế dễ mặc3. Lợi ích lâu dài4. Duy trì sự ổn định của khớp5. Phù hợp thoải mái và an toàn6. Không ngứa hoặc kích ứng da7. Vải nén thoáng khí8. Có thể đeo cả ngày + cả đêm9. Tuyệt vời cho mọi lứa tuổi và trình độ thể chất10. Hỗ trợ cơ và khớp bị đau & cứng11. Đa năng để mặc cho mọi hoạt động thể chất12. Giảm viêm, viêm khớp và viêm gân13. Hỗ trợ mục tiêu của cơ, khớp và gânPhạm vi sử dụng:1. Bệnh do varus, valgus bàn chân và tụt chân, tay điều chỉnh có thể trở lại hình dạng bình thường của varus bàn chân, valgus bàn chân và chứng tụt chân.2. Bong gân mắt cá chân nghiêm trọng.3. Dây chằng bị rách và lỏng lẻo.4. Vết gãy ổn định.5. Đau mắt cá chân.6. Mô mềm bị tổn thương nặng.7. Bảo vệ và phục hồi chức năng sau phẫu thuật thạch cao.Ổn định và hỗ trợ bàn chân, gót chân, mắt cá chân, gân, bóng bàn chân, achilles trong khi bạn ngủ với vật liệu nén đồng hàng đầu của chúng tôi. Đối với cơ lưng, viêm cân gan chân trồng cây, viêm gân achilles, vòm phẳng, thả chân, gai xương, bunion, ngón chân búa, bàn chân băng, viêm khớp, v.v.Nẹp gót nén bằng đồng / Nẹp đêm thả chân sẽ giúp bạn có được giấc ngủ ngon và trọn đêm mà bạn xứng đáng có được! Có thể điều chỉnh theo nhu cầu cụ thể của bạn, nẹp mắt cá chân kéo giãn bắp chân của bạn sẽ cố định và nhẹ nhàng kéo căng bàn chân của bạn ở vị trí an toàn để cơ bắp chân, gân achilles và cơ bắp chân của bạn sẽ không bị chuột rút và làm phiền giấc ngủ của bạn. Những buổi sáng không đau chân chỉ là sự nhẹ nhõm mà bạn cần.Nẹp Chân Trị Liệu Plantar Fasciitis Nén Đồng dành cho cả nam và nữ, vừa vặn với cả bàn chân phải và trái của bạn và cực kỳ thoải mái. Chúng hoàn toàn có thể điều chỉnh và có thể được đeo hàng đêm như một phương pháp điều trị cố định và kéo giãn chỉnh hình để giúp bạn có được giấc ngủ như ý! Hoàn hảo cho bất kỳ Tommy, Jane hoặc Harry nào.","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/09e120cd44d94a659c420ca6d8e023b1_tplv-aphluv4xwc-crop-webp_1254_1254.webp?v=1790134677","200","true","Product","false","false","false","23","47","Product snippet required property absent; long meta description"
"sitemap","product","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","200","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","false","","","https://demo-web-client.shop/products/quan-ta-vay-chong-tham-nuoc-tieu-cho-nguoi-lon-1734759449589482554","true","Quần tã váy chống thấm nước tiểu cho người lớn | TOÀN TÂM","57","Mô Tả Sản Phẩm- Chất liệu: Vải cotton mềm mại, thoải mái và thoáng khí. Màng TPU ở lớp giữa của váy nước tiểu dày đặc và mịn, có thể chặn sự rò rỉ của nước tiểu đồng thời duy trì tính thấm tốt.- Váy được tích hợp composite 3 lớp, có thể hút nước và ngăn nước tiểu, không còn nỗi lo chăn ga gối đệm bẩn.- Vòng eo : Với lưng thun co giãn, có thể điều chỉnh kích thước theo chu vi vòng eo của người dùng, đồng thời có lỗ, bạn có thể kéo dây thun ra.- Thiết kế mở hoàn toàn, tiện lợi khi sử dụng, dễ dàng kiểm tra, lau chùi, thay bỉm, tã vải,… Màu xanh đậm chống bụi bẩn rất tốt.- Thích hợp cho người già, bệnh nhân nằm liệt giường, thời kỳ kinh nguyệt, người sau sinh và trẻ em, có thể mặc, đệm và che phủ.Chú ý: Chiều rộng là dây thun được gấp làm đôi cho đến khi mở hết cỡ sẽ có sai số từ 3 đến 5cm do độ co giãn của dây thun.CAM KẾT:SHOP cam kết hàng y ảnh, sai hoàn tiền 100% nên khách hàng cứ an tâm mua sắm tại shop.Sản phẩm được shop tuyển chọn kĩ lưỡng nên luôn đảm bảo về chất lượng, mẫu mã nhằm mang đến sự thỏa mãn, hài lòng nhất cho quý khách.Shop gửi hàng dựa theo phân loại đơn khách đặt về màu sắc, kích thước, mã hàng sẵn,… KHÁCH HÀNG VUI LÒNG CHỌN PHÂN LOẠI CHÍNH XÁC để tránh sai sót ngoài ý muốn.Hàng được đóng gói an toàn cẩn thận, trước khi đánh giá dưới 5 sao hãy liên hệ với shop trước để được hỗ trợ nhé!Giao hàng tận nơi toàn quốc, nhận hàng thu tiền, vận chuyển nhanh chóng, chất lượng đảm bảo#quanchongtham#vaychongtham#quanchongtieutien#vaychongtieutien#dobaovechamsoc#chamsocnguoigia#chamsocsuckhoe#thietbiyte #thietbiytetoantam","1554","1","Quần tã váy chống thấm nước tiểu cho người lớn","2","10","678","21","0","0","200","Quần tã váy chống thấm nước tiểu cho người lớn","Mô Tả Sản Phẩm- Chất liệu: Vải cotton mềm mại, thoải mái và thoáng khí. Màng TPU ở lớp giữa của váy nước tiểu dày đặc và mịn, có thể chặn sự rò rỉ của nước tiểu đồng thời duy trì tính thấm tốt.- Váy được tích hợp composite 3 lớp, có thể hút nước và ngăn nước tiểu, không còn nỗi lo chăn ga gối đệm bẩn.- Vòng eo : Với lưng thun co giãn, có thể điều chỉnh kích thước theo chu vi vòng eo của người dùng, đồng thời có lỗ, bạn có thể kéo dây thun ra.- Thiết kế mở hoàn toàn, tiện lợi khi sử dụng, dễ dàng kiểm tra, lau chùi, thay bỉm, tã vải,… Màu xanh đậm chống bụi bẩn rất tốt.- Thích hợp cho người già, bệnh nhân nằm liệt giường, thời kỳ kinh nguyệt, người sau sinh và trẻ em, có thể mặc, đệm và che phủ.Chú ý: Chiều rộng là dây thun được gấp làm đôi cho đến khi mở hết cỡ sẽ có sai số từ 3 đến 5cm do độ co giãn của dây thun.CAM KẾT:SHOP cam kết hàng y ảnh, sai hoàn tiền 100% nên khách hàng cứ an tâm mua sắm tại shop.Sản phẩm được shop tuyển chọn kĩ lưỡng nên luôn đảm bảo về chất lượng, mẫu mã nhằm mang đến sự thỏa mãn, hài lòng nhất cho quý khách.Shop gửi hàng dựa theo phân loại đơn khách đặt về màu sắc, kích thước, mã hàng sẵn,… KHÁCH HÀNG VUI LÒNG CHỌN PHÂN LOẠI CHÍNH XÁC để tránh sai sót ngoài ý muốn.Hàng được đóng gói an toàn cẩn thận, trước khi đánh giá dưới 5 sao hãy liên hệ với shop trước để được hỗ trợ nhé!Giao hàng tận nơi toàn quốc, nhận hàng thu tiền, vận chuyển nhanh chóng, chất lượng đảm bảo#quanchongtham#vaychongtham#quanchongtieutien#vaychongtieutien#dobaovechamsoc#chamsocnguoigia#chamsocsuckhoe#thietbiyte #thietbiytetoantam","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/068dea9c4d774a8ba2923c81d4c0f554_tplv-aphluv4xwc-crop-webp_584_570.webp?v=1790134022","200","true","Product","false","false","false","23","43","Product snippet required property absent; long meta description"
"sitemap","product","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","200","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","false","","","https://demo-web-client.shop/products/may-tap-chan-bang-ien-phuc-hoi-chuc-nang-tay-co-man-hinh-led-ieu-khien-1736534023864681530","true","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển | TOÀN TÂM","83","THÔNG TIN SẢN PHẨMMáy tập phục hồi chức năng chân tay là thiết bị dành cho người tai biến, người chân tay liệt, yếu:- Điện áp: 220V/50HZ- Tốc độ điều chỉnh: 1-12 mức- Công suất định mức: 70W- Tốc độ vòng quay: 35 – 80rpm (vòng/phút)- Đồng hồ màn hình LED hiển thị: Tốc độ, vận tốc và calo- Kích thước lắp đặt: 49 x 49 x 28cm (dài x rộng x cao)- Trọng lượng người tập tối đa: 120kg- Trọng lượng xe: 5,5/6kg- Chức năng: Tự chuyển động để phục hồi chân và tay- Có thể tập luyện mọi lúc- Máy tập tay chân bằng điện cho người tai biến có thể tự chuyển động bằng điện giúp cho người bị liệt, tai biến có thể giúp tập phục hồi vận động tay và chân. Máy tập tay chân bằng điện cho người tai biến rất phù hợp cho người già, người tai biến, người bị tai nạn phục hồi chức năng tay, chân, giúp các khớp được vận động tốt hơnMáy tập tay chân bằng điện cho người tai biến có cấu tạo gồm một điều khiển có thể điều chỉnh, bàn đạp chống trượt, đế chân có cao su chống trượt, công tác tắt mở nguồn khi cần thiết.- BẢO HÀNH 12 THÁNGCAM KẾT:SHOP cam kết hàng y ảnh, sai hoàn tiền 100% nên khách hàng cứ an tâm mua sắm tại shop.Sản phẩm được shop tuyển chọn kĩ lưỡng nên luôn đảm bảo về chất lượng, mẫu mã nhằm mang đến sự thỏa mãn, hài lòng nhất cho quý khách.Shop gửi hàng dựa theo phân loại đơn khách đặt về màu sắc, kích thước, mã hàng sẵn,… KHÁCH HÀNG VUI LÒNG CHỌN PHÂN LOẠI CHÍNH XÁC để tránh sai sót ngoài ý muốn.Hàng được đóng gói an toàn cẩn thận, trước khi đánh giá dưới 5 sao hãy liên hệ với shop trước để được hỗ trợ nhé!Giao hàng tận nơi toàn quốc, nhận hàng thu tiền, vận chuyển nhanh chóng, chất lượng đảm bảo","1606","1","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển","2","10","722","20","0","0","200","Máy tập chân bằng điện phục hồi chức năng tay có màn hình Led điều khiển","THÔNG TIN SẢN PHẨMMáy tập phục hồi chức năng chân tay là thiết bị dành cho người tai biến, người chân tay liệt, yếu:- Điện áp: 220V/50HZ- Tốc độ điều chỉnh: 1-12 mức- Công suất định mức: 70W- Tốc độ vòng quay: 35 – 80rpm (vòng/phút)- Đồng hồ màn hình LED hiển thị: Tốc độ, vận tốc và calo- Kích thước lắp đặt: 49 x 49 x 28cm (dài x rộng x cao)- Trọng lượng người tập tối đa: 120kg- Trọng lượng xe: 5,5/6kg- Chức năng: Tự chuyển động để phục hồi chân và tay- Có thể tập luyện mọi lúc- Máy tập tay chân bằng điện cho người tai biến có thể tự chuyển động bằng điện giúp cho người bị liệt, tai biến có thể giúp tập phục hồi vận động tay và chân. Máy tập tay chân bằng điện cho người tai biến rất phù hợp cho người già, người tai biến, người bị tai nạn phục hồi chức năng tay, chân, giúp các khớp được vận động tốt hơnMáy tập tay chân bằng điện cho người tai biến có cấu tạo gồm một điều khiển có thể điều chỉnh, bàn đạp chống trượt, đế chân có cao su chống trượt, công tác tắt mở nguồn khi cần thiết.- BẢO HÀNH 12 THÁNGCAM KẾT:SHOP cam kết hàng y ảnh, sai hoàn tiền 100% nên khách hàng cứ an tâm mua sắm tại shop.Sản phẩm được shop tuyển chọn kĩ lưỡng nên luôn đảm bảo về chất lượng, mẫu mã nhằm mang đến sự thỏa mãn, hài lòng nhất cho quý khách.Shop gửi hàng dựa theo phân loại đơn khách đặt về màu sắc, kích thước, mã hàng sẵn,… KHÁCH HÀNG VUI LÒNG CHỌN PHÂN LOẠI CHÍNH XÁC để tránh sai sót ngoài ý muốn.Hàng được đóng gói an toàn cẩn thận, trước khi đánh giá dưới 5 sao hãy liên hệ với shop trước để được hỗ trợ nhé!Giao hàng tận nơi toàn quốc, nhận hàng thu tiền, vận chuyển nhanh chóng, chất lượng đảm bảo","https://cdn.shopify.com/s/files/1/0732/3703/7299/files/4180f4034e2d44d1b302355b91205f37_tplv-aphluv4xwc-crop-webp_1369_1149.webp?v=1790134019","200","true","Product","false","false","false","23","44","Product snippet required property absent; long meta description"
